id,list,number,trial_num,image,age,cond,agens_gender,patiens_gender,agens_num,patiens_num,comb,patiens_animacy,freq,translation,transcription,fluency,sentence_type,vf_acc,verb_number,vn_acc,patient_number,pn_acc,reaction time,word order,comments
K05,1,8,5,wake-2-2-r.png,adult,1,f,m,2,2,2 2,1,0.40,Две женщины будят двух мужчин,"Н'авычӈа  нэкуеныкъев,н'ынин  г'оляв'э",1,inverse,1,1,0,3,0,3403,AVP,хочет
K05,1,9,6,pick-1-1-r.png,child,0,m,n,1,1,1 1,0,0.40,Мальчик срывает цветок,К'айыкмин'а  куепйын'нин  в'ытв'ыт,1,direct,1,1,1,1,1,2781,AVP,желательная
K05,1,10,7,makelaugh-2-1-l.png,old,1,f,m,2,1,2 1,1,0.40,Две бабушки смешат дедушку,Ынпыӄлаволынак коначачгав'н'ынэн ынпыӈэв’у,1,direct,1,1,1,3,0,3053,AVP,
K05,1,11,8,carry-1-2-l.png,adult,0,f,n,1,2,1 2,0,0.40,Женщина несёт два ведра,"Н'авык'к'алю накуньнын'нин  н'ыччек' ведрат, кулк'ытын' нотайтын'",1,inverse,0,1,1,2,1,2676,AVPVX,инверсив на глаголе - это конечная морфема имени (странное...)
K05,1,12,9,teach-1-1-r.png,adult,0,f,m,1,1,1 1,1,0.40,Женщина учит мужчину,Учителе кунэйочев'н'ынин г'оля,1,direct,1,1,1,1,1,4393,AVP,
K05,1,14,11,dress-1-2-l.png,old,0,f,m,1,2,1 2,1,0.40,Бабушка одевает двух дедушек,...Ынпыӈэв’э гэеллинэв' пальтов',1,past,NA,3,0,3,0,5611,AVP,прош 2
K05,1,15,12,throw-2-1-l.png,child,1,m,n,2,1,2 1,0,0.40,Два мальчика бросают мяч,К'айыкмин'у койэчваллан' к'апла,1,intransitive,0,3,0,1,1,2067,AVP,играют мячом
K05,1,16,13,cut_hair-2-2-r.png,child,1,m,f,2,2,2 2,1,0.40,Два мальчика стригут двух девочек,К'айыкмин'ыйык  накопаен'нав'  ӈавык'к'алю,1,inverse,1,3,0,1,0,4423,AVP,
K05,1,17,14,cover-1-1-r.png,adult,0,f,n,1,1,1 1,0,0.40,Женщина накрывает один цветок,Н'авык'к'алюнак  к'айпын'нын  в'ытв'ыт,1,direct,1,1,1,1,1,2179,AVP,
K05,1,18,15,wash-2-1-l.png,old,1,f,m,2,1,2 1,1,0.40,Две бабушки моют одного дедушку,Ынпыӈэв’ыйык  наконкопляв'н'ын ынпыӄлавол,1,inverse,1,1,1,1,1,1878,AVP,
K05,1,19,16,paint-1-2-l.png,child,0,f,n,1,2,1 2,0,0.40,Девочка красит две доски,Н'авык'к'алюта  кокрасканьн'ынин доскав',1,direct,1,1,1,3,0,1693,AVP,
K05,1,20,17,give_water-1-1-r.png,adult,0,m,f,1,1,1 1,1,0.40,Мужчина поит женщину,Г'олята  куенив'ичев'н'ынин  н'авычӈын,1,direct,1,1,1,1,1,3274,AVP,желательная
K05,1,22,19,push-1-2-l.png,child,0,m,f,1,2,1 2,1,0.40,Мальчик толкает двух девочек,...К'айыкмин'а  ганчин'атав'линав'  ӈавык'к'алюв',1,past,NA,3,0,3,0,6106,AVP,прош
K05,1,23,20,water-2-1-l.png,child,1,m,n,2,1,2 1,0,0.40,Два мальчика поливают один цветок,К'айыкмин'ыйык.. накум..накимлытг'ын'ын в'ытв'ыт,1,inverse,1,1,1,1,1,2410,AVP,
K05,1,24,21,pour-2-2-r.png,adult,1,m,f,2,2,2 2,1,0.40,Двое мужчин обливают двух женщин,Г'оляйык.. накимлытг'ын'ав'  ӈавык'к'алюв',1,inverse,1,3,0,3,0,4271,AVP,
K05,1,25,22,plant-1-1-r.png,adult,0,f,n,1,1,1 1,0,0.40,Женщина сажает одно дерево,"Н'авычӈа  коён,нэн уттыут",1,direct,1,1,1,1,1,3166,AVP,
K05,1,26,23,tie-2-1-l.png,child,1,m,f,2,1,2 1,1,0.40,Два мальчика связывают девочку,К'айыкмин'ыйык гакыльтыткулин  ӈавык'к'алю,1,past,NA,1,1,1,1,3045,AVP,прош 2
K05,1,27,24,boil-1-2-l.png,old,0,f,n,1,2,1 2,0,0.40,Бабушка варит две курицы,Ынпыӈэв’э на.. кукукэйвын'нин  курица,1,direct,1,1,1,1,0,2324,AVP,
K05,1,28,25,shoot-1-1-r.png,child,0,m,f,2,1,2 1,1,0.40,Мальчик стреляет в девочку,К'айыкмин'а  кулк'эйнэв'н'ынин  ӈавык'к'алю,1,direct,1,1,1,1,1,4009,AVP,
K05,1,29,26,hang-2-2-r.png,old,1,f,n,2,2,2 2,0,0.40,Две бабушки вешают две картины,Ынпы.. ынпыӈэв’ыйык  накояннёпаньн'ын  картина,1,inverse,1,1,0,1,0,3774,AVP,желат
K05,1,30,27,treat-1-2-l.png,adult,0,m,f,1,2,1 2,1,0.40,Мужчина лечит двух женщин ,Доктора  кунмэчгэв'н'ынин  н'авычӈо,1,direct,1,1,1,3,0,2932,AVP,
K05,1,31,28,pull-2-1-l.png,child,1,m,n,2,1,2 1,0,0.40,Два мальчика везут санки,К'айыкмин'у колк'ылан' ялеконвын' ,1,other,NA,NA,NA,NA,NA,1701,AVV,мальчики идут кататься
K05,1,32,29,scold-2-2-r.png,child,1,f,m,2,2,2 2,1,0.40,Две девочки ругают двух мальчиков,Н'авык'к'алюйык накокытг'айн'ын к'айыкмин'у,1,inverse,1,1,0,3,0,1745,AVP,
K05,1,33,30,burn-1-1-r.png,old,0,m,n,1,1,1 1,0,0.40,Дедушка сжигает книгу,"Ынпыӄлаволанак кун..  кунтын,нин калитг'улу",1,direct,1,1,1,3,0,2014,AVP,"""листочки"""
K05,1,34,31,hit-2-1-l.png,child,1,f,m,2,1,2 1,1,0.40,Две девочки бьют мальчика,Н'авык'к'алю пэннылай к'айыкмэн'ын',1,past,NA,NA,NA,1,1,3239,AVP,"напали на мальчика, непереходный, прош 1"
K05,1,35,32,saw-1-2-l.png,old,0,m,n,1,2,1 2,0,0.40,Дедушка пилит два бревна,"Ынпыӄлавола  нэкупиляткун,нин  утту",1,inverse,0,1,1,3,0,1479,AVP,
K05,1,36,1,give_water-2-1-l.png,adult,1,f,m,2,1,2 1,1,0.40,Две женщины поят мужчину ,Н'авычӈа  нэкуенив'иченьн'ын  г'оля,1,inverse,1,1,1,1,1,3480,AVP,желат
K05,1,37,2,break-1-2-l.png,child,0,f,n,1,2,1 2,0,0.40,Девочка ломает два домика,Н'авык'к'алюнак кунчимав'н'ынин яяпэляк'о,1,direct,1,1,1,3,0,1680,AVP,
K05,1,38,3,push-2-2-r.png,child,1,f,m,2,2,2 2,1,0.40,Две девочки толкают двух мальчиков,...Н'авык'к'алюэ... н'авык'к'алюйык пэннэлай  к'айыкмэн'ын',1,past,NA,NA,NA,1,0,6234,AVP,напали -- дат; прош
K05,1,39,4,eat-1-1-r.png,adult,0,m,n,2,1,2 1,0,0.40,Мужчина ест яблоко,Г'олята  кунун'нин  яблок,1,direct,1,1,1,1,1,2426,AVP,
K05,1,40,5,pour-1-2-l.png,adult,0,f,m,1,2,1 2,1,0.40,Женщина обливает двух мужчин,Н'авычӈа  кимлытг'ын'нин  г'оляв'э,1,direct,1,1,1,3,0,2502,AVP,
K05,1,41,6,pick-2-1-l.png,child,1,f,n,2,1,2 1,0,0.40,Две девочки срывают один цветок,Н'авык'к'алюйык накуйн'ын в'ытв'ыт ,1,inverse,1,1,1,1,1,1709,AVP,
K05,1,42,7,tie-1-1-r.png,child,0,f,m,1,1,1 1,1,0.40,Девочка связывает мальчика,Н'авык'к'алюта  гакылтыткулин'  к'айыкмин'ын,1,past,NA,1,1,1,1,1456,AVP,прош 1
K05,1,43,8,carry-2-2-r.png,adult,1,m,n,2,2,2 2,0,0.40,Двое мужчин несут два ведра,Г'оляйык накунын'нэв' ведрав'э,1,inverse,1,3,0,3,0,2555,AVP,
K05,1,44,9,call-2-1-l.png,old,1,m,f,2,1,2 1,1,0.40,Двое дедушек зовут бабушку,...Ынпыӄлаволыйык накукумн'ыньн'ынин ынпыӈэв’,1,inverse,1,1,1,1,1,5810,AVP,
K05,1,46,11,feed-2-2-r.png,old,1,f,m,2,2,2 2,1,0.40,Две бабушки кормят двух дедушек,а.. Ынпыӈэв’ыйык нэкунэв'ыеньн'ынэв'  ынпыӄлаволо,1,inverse,1,3,0,3,0,3780,AVP,
K05,1,47,12,water-1-1-r.png,child,0,f,n,1,1,1 1,0,0.40,Девочка поливает цветок,Н'авык'к'алюнак кимлытг'ын'нин  в'ытв'ыт,1,direct,1,1,1,1,1,3145,AVP,
K05,1,48,13,wake-1-2-l.png,adult,0,m,f,1,2,1 2,1,0.40,Мужчина будит двух женщин,Г'оляна куеныкъевын'нин  н'авычӈо,1,direct,1,1,1,3,0,2076,AVP,
K05,1,49,14,plant-2-1-l.png,adult,1,m,n,2,1,2 1,0,0.40,Двое мужчин сажают дерево,"Г'оляйык  накоён,ын в'ытв'ыт",1,inverse,1,1,1,1,1,1926,AVP,
K05,1,50,15,makelaugh-1-1-r.png,old,0,m,f,1,1,1 1,1,0.40,Дедушка смешит бабушку,Ынпыӄлавола коначачгав'н'ынэн  ынпыӈэв’,1,direct,1,1,1,1,1,4518,AVP,
K05,1,51,16,boil-2-2-r.png,adult,1,f,n,2,2,2 2,0,0.40,Две женщины варят две курицы,Н'авычӈа нэкукэйвын'нэв'  курицав',1,inverse,1,3,0,3,0,2008,AVP,
K05,1,52,17,teach-2-1-l.png,adult,1,m,f,2,1,2 1,1,0.40,Двое мужчин учат одну женщину,....Г'оляйык нэкунь.. нэкунмитытваньн'ынин  н'авычӈэ,1,inverse,1,1,1,1,1,9182,AVP,
K05,1,53,18,hang-1-2-l.png,old,0,m,n,1,2,1 2,0,0.40,Дедушка вешает две картины,Ынпыӄлаволынак кояннёпаньн'ынэн  картинав',1,direct,1,1,1,3,0,1684,AVP,
K05,1,54,19,dress-2-2-r.png,old,1,m,f,2,2,2 2,1,0.40,Два дедушки одевают двух бабушек,Г'оляйык  накоеныплав'н'ынэн пальтов'э,1,inverse,1,1,0,3,0,1913,AVP,
K05,1,55,20,pull-1-1-r.png,child,1,f,n,1,1,1 1,0,0.40,Девочка везёт санки,Н'авык'к'алю кулк'ытин' ялеконвын' ,1,direct; intransitive,NA,NA,NA,NA,NA,1333,AVV,идет кататься
K05,1,56,21,cut_hair-1-2-l.png,child,0,f,m,1,2,1 2,1,0.40,Девочка стрижет двух мальчиков,Н'авык'к'алюынак копаен'нэн к'айыкмин'у,1,direct,1,1,1,3,0,1526,AVP,
K05,1,57,22,burn-2-1-l.png,old,1,f,n,2,1,2 1,0,0.40,Две бабушки сжигают книгу,Ынпыӈэвыйык нэкунтын'нэв' калив'и,1,inverse,1,3,0,3,0,2055,AVP,
K05,1,58,23,wash-1-1-r.png,old,0,m,f,2,1,2 1,1,0.40,Дедушка моет бабушку,Ынпыӄлаволанак конкопляв'н'ынэн ынпыӈэв’,1,direct,1,1,1,1,1,1975,AVP,
K05,1,59,24,saw-2-2-r.png,adult,1,m,n,2,2,2 2,0,0.40,Два мужчины пилят два бревна,"Г'оляйык  накупиляткун,нэв'  утту",1,inverse,1,3,0,3,0,1548,AVP,
K05,1,60,25,shoot-2-1-l.png,child,1,f,m,2,1,2 1,1,0.40,Две девочки стреляют в мальчика,Н'авык'к'алюйык  нэкулк'эйнэв'н'ын к'айыкмин'ын,1,inverse,1,1,1,1,1,2057,AVP,
K05,1,61,26,open-1-2-l.png,old,0,f,n,1,2,1 2,0,0.40,Бабушка открывает две двери ,Ынпыӈэв’ынэк куенв'эн'эньн'ынин тылло,1,direct,1,1,1,3,0,1539,AVP,желат
K05,1,62,27,treat-2-2-r.png,adult,1,f,m,2,2,2 2,1,0.40,Две женщины лечат двух мужчин,Н'авычӈа  нэкунмэчг'эв'н'ынэв'  г'оляв'э,1,inverse,1,3,0,3,0,3489,AVP,
K05,1,63,28,throw-1-1-r.png,child,0,f,n,2,1,2 1,0,0.40,Девочка бросает мяч,Н'авык'к'алю  куйичвэтын'  к'апла,1,direct,1,1,1,1,1,1734,AVP,играют мячом
K05,1,64,29,scold-1-2-l.png,child,0,m,f,2,1,2 1,1,0.40,Мальчик ругает двух девочек,К'айыкмин'ынак кокытг'айн'ан'нэн  ӈавык'к'алю,1,direct,1,1,1,1,1,1674,AVP,
K05,1,65,30,cover-2-1-l.png,adult,1,m,n,2,1,2 1,0,0.40,Два мужчины накрывают цветок ,Г'оляйык нако... Г'оляйык нак'отопн'ын  в'ытв'ыт,1,inverse,1,1,1,1,1,3758,AVAVP,
K05,1,66,31,hit-1-1-r.png,child,0,m,f,1,1,1 1,1,0.40,Мальчик бьет девочку,К'айыкмин'а койкыплын'нэн  ӈавык'к'алю,1,direct,1,1,1,1,1,2003,AVP,
K05,1,67,32,paint-2-2-r.png,adult,1,m,n,2,2,2 2,0,0.40,Два мальчика красят две доски ,К'айыкмин'ы яллэ.. К'айыкмин'а накокрасканьн'ын доскав'э,1,past; inverse,1,1,0,3,0,2155,AVAVP,мальчики пришли...
K05,2,4,1,call-2-2-r.png,old,1,f,m,2,2,2 2,1,0.40,Две бабушки зовут двух дедушек,Ынпыӈэв’эйык  накукувын'ныныв' ынпыӄлавол,1,inverse,1,3,0,1,0,1970,AVP,
K05,2,5,2,break-1-1-r.png,child,0,m,n,1,1,1 1,0,0.40,Мальчик ломает домик,К'айыкмин'а кокунчимав'н'ын  яяпиль,1,direct,1,1,1,1,1,1818,AVP,
K05,2,6,3,feed-2-1-l.png,old,1,m,f,2,1,2 1,1,0.40,Два дедушки кормят бабушку,"Ынпыӄлавола  нэкуэ...в'нев,инын  ынпыӈэв’э",1,inverse,1,1,1,1,1,1887,AVP,
K05,2,7,4,eat-1-2-l.png,adult,0,f,n,1,2,1 2,0,0.40,Женщина ест два яблока,"Н'а.. Н'авычӈэ кув,итэйнын яблоко",1,direct,1,1,1,1,0,2537,AVP,
K05,2,8,5,wake-1-1-r.png,adult,0,f,m,1,1,1 1,1,0.40,Женщина будит мужчину,"Н'авычӈэ  куныг'эйнев,нын  г'оля",1,direct,1,1,1,1,1,2069,AVP,
K05,2,9,6,pick-2-2-r.png,child,1,m,n,2,2,2 2,0,0.40,Два мальчика срывают два цветка,К'айыкмин'ыйык  каёйэнав'  в'ытв'ыто,1,direct,0,3,0,3,0,3131,AVP,
K05,2,10,7,makelaugh-1-2-l.png,old,0,f,m,1,2,1 2,1,0.40,Бабушка смешит двух дедушек,"Кан,энмыльг,аллан, ынпын,эву",1,intransitive,NA,3,0,3,0,4571,VA,веселятся старушки
K05,2,11,8,carry-2-1-l.png,adult,1,f,n,2,1,2 1,0,0.40,Две женщины несут ведро,Н'авык'к'алюйык наку.. накунн'ин'нын  ведрав'... в'айямитын,1,inverse,1,1,1,3,0,6140,AVPX,
K05,2,12,9,teach-2-2-r.png,adult,1,f,m,2,2,2 2,1,0.40,Две женщины учат двух мужчин,Н'авык'к'алюйык нэкунйэ.... н'авык'к'алюйик... как же учиться? нэкунейучин'нынын г'оляв',1,inverse,1,1,0,3,0,7395,AVXVP,
K05,2,13,10,open-1-1-r.png,old,0,m,n,1,1,1 1,0,0.40,Дедушка открывает дверь,Ынпыӄлавола  кунв'эн'энын'нин   тыллытыл,1,direct,1,1,1,1,1,1810,AVP,
K05,2,14,11,dress-2-1-l.png,old,1,f,m,2,1,2 1,1,0.40,Две бабушки одевают дедушку,Наконпальтовыйин..пын'нын   ынпыӄлавол ынпыӈэв’эйик,1,inverse,1,1,1,1,1,2061,VPA,
K05,2,15,12,throw-1-2-l.png,child,0,m,n,1,2,1 2,0,0.40,Мальчик бросает два мяча,К'айыкмин'ын куйичвитын  к'апылат,1,direct,1,1,1,2,1,1709,AVP,
K05,2,16,13,cut_hair-1-1-r.png,child,0,m,f,1,1,1 1,1,0.40,Мальчик стрижет девочку,К'айыкмин'а  копаев'н'ын  ӈавык'к'алю,1,direct,1,1,1,1,1,1737,AVP,
K05,2,17,14,cover-2-2-r.png,adult,1,f,n,2,2,2 2,0,0.40,Две женщины накрывают два цветка,Н'авык'к'алюйык нак'ай...нак'ой...нак'айпын'нин  в'ытв'ыто,1,inverse,1,1,0,3,0,2441,AVP,
K05,2,18,15,wash-1-2-l.png,old,0,f,m,1,2,1 2,1,0.40,Бабушка моет двух дедушек,Ынпыӈэв’э кокуплев'ын'нын ынпыӄлаволо,1,direct,1,1,1,3,0,2328,AVP,
K05,2,19,16,paint-2-1-l.png,child,1,f,n,2,1,2 1,0,0.40,Две девочки красят доску,Н'авык'к'алюйык  накокраскан'нынын доска,1,inverse,1,1,1,1,1,1471,AVP,
K05,2,20,17,give_water-2-2-r.png,adult,1,m,f,2,2,2 2,1,0.40,Два мужчины поят двух женщин,Г'оляйык  нэкуенив'ычевын'нын  н'авык'к'алю,1,inverse,1,1,0,1,0,3574,AVP,
K05,2,21,18,clean-1-1-r.png,old,0,f,n,1,1,1 1,0,0.40,Бабушка чистит пальто,Ынпыӈэв’энак конмалын'нын пальто,1,direct,1,1,1,1,1,2979,AVP,
K05,2,22,19,push-2-1-l.png,child,1,m,f,2,1,2 1,1,0.40,Два мальчика толкают девочку,К'айыкмин'ыйык..  нэкупынг'ылынын н'авычӈэ...н'авык'к'алю,1,inverse,1,1,1,1,1,5692,AVPP,
K05,2,23,20,water-1-2-l.png,child,0,m,n,1,2,1 2,0,0.40,Мальчик поливает два цветка,К'айыкмин'а  кимлытг'ын'нин  в'ытв'ыто,1,direct,1,1,1,3,0,1447,AVP,
K05,2,24,21,pour-1-1-r.png,adult,0,m,f,1,1,1 1,1,0.40,Мужчина обливает женщину,Г'оляна кимлытг'ын'ын  н'авычӈэ,1,direct,1,1,1,1,1,2523,AVP,
K05,2,25,22,plant-2-2-r.png,adult,1,f,n,2,2,2 2,0,0.40,Две женщины сажают два дерева,"Н'авык'к'алюйык накойын,ныв'  в'ытв'ыто",1,inverse,1,3,0,3,0,2656,AVP,
K05,2,26,23,tie-1-2-l.png,child,0,m,f,1,2,1 2,1,0.40,Мальчик связывает двух девочек,К'айыкмин'а накылг'ытын'нав'  ӈавык'к'алю,1,inverse,0,3,0,1,0,1503,AVP,
K05,2,27,24,boil-2-1-l.png,old,1,f,n,2,1,2 1,0,0.40,Две бабушки варят курицу,Ынпыӈэв’эйык накукукэйвайнин  курица,1,inverse,1,1,1,1,1,1959,AVP,
K05,2,28,25,shoot-2-2-r.png,child,1,m,f,2,2,2 2,1,0.40,Два мальчика стреляют в двух девочек ,"К'айыкмин'ыйык  нэкулк'эйн,ыв'ын'нив'  н'авычӈэ...н'авык'к'алю",1,inverse,1,3,0,1,0,1720,AVPP,
K05,2,29,26,hang-1-1-r.png,old,0,f,n,1,1,1 1,0,0.40,Бабушка вешает картину,Ынпыӈэв’энак кояннёпаньн'ын  картина,1,direct,1,1,1,1,1,2095,AVP,
K05,2,30,27,treat-2-1-l.png,adult,1,m,f,2,1,2 1,1,0.40,Два мужчины лечат женщину ,Г'оля-докторойык  нэкунмэчг'эв'ын'нин  н'авычӈэ,1,inverse,1,1,1,1,1,3241,AVP,
K05,2,31,28,pull-1-2-l.png,child,0,m,n,1,2,1 2,0,0.40,Мальчик везёт двое санок,К'айыкмин'ын каг'аг'ан'нин  уетыку,1,direct,1,1,1,3,0,2458,AVP,
K05,2,32,29,scold-1-1-r.png,child,0,f,m,1,1,1 1,1,0.40,Девочка ругает мальчика ,Н'авык'к'алюнак кокытг'айн'ан'ан  к'айыкмин'ын,1,direct,1,1,1,1,1,1893,AVP,
K05,2,33,30,burn-2-2-r.png,old,1,m,n,2,2,2 2,0,0.40,Два дедушки сжигают две книги ,Ынпыӄлаволанак нэкун'тын'ыв' калив',1,inverse,1,3,0,3,0,1834,AVP,
K05,2,34,31,hit-1-2-l.png,child,0,f,m,1,2,1 2,1,0.40,Девочка бьет двух мальчиков,"Н,авык,к,алю пэнне к,айыкмэн,ын,",1,past,NA,NA,NA,1,0,2514,AVP,
K05,2,35,32,saw-2-1-l.png,old,1,m,n,2,1,2 1,0,0.40,Два дедушки пилят бревно,"Ынпыӄлаволалак  нэкупиляткун,нын  уттыут",1,inverse,1,1,1,1,1,2012,AVP,
K05,2,36,1,give_water-1-2-l.png,adult,0,f,m,1,2,1 2,1,0.40,Женщина поит двух мужчин,Н'авычӈэ  куенив'ычевын'нын  г'оляв',1,direct,1,1,1,3,0,3147,AVP,
K05,2,37,2,break-2-1-l.png,child,1,f,n,2,1,2 1,0,0.40,Две девочки ломают домик,Н'авык'к'алюйык накончимав'ын'нин  яяпиль,1,inverse,1,1,1,1,1,1633,AVP,
K05,2,38,3,push-1-1-r.png,child,0,f,m,1,1,1 1,1,0.40,Девочка толкает мальчика,Н'авык'к'алюнак купынг'ылынын к'айыкмин'ын,1,direct,1,1,1,1,1,1941,AVP,
K05,2,39,4,eat-2-2-r.png,adult,1,m,n,2,2,2 2,0,0.40,Два мужчины едят два яблока,Г'оляв' коляпылан'  яблоко,1,intransitive,0,3,0,1,0,2049,AVP,
K05,2,40,5,pour-2-1-l.png,adult,1,f,m,2,1,2 1,1,0.40,Две женщины обливают мужчину ,Н'авык'к'алюйык  нэкимлытг'ын'нин г'оля,1,inverse,1,1,1,1,1,1459,AVP,
K05,2,41,6,pick-1-2-l.png,child,0,f,n,1,2,1 2,0,0.40,Девочка срывает два цветка,Н'авык'к'алюнак  каёйэнав'  в'ытв'ыто,1,direct,1,3,0,3,0,1583,AVP,
K05,2,42,7,tie-2-2-r.png,child,1,f,m,2,2,2 2,1,0.40,Две девочки связывают двух мальчиков,Н'авык'к'алюйык  накылг'ытын'нин  к'айыкмин'у,1,inverse,1,1,0,3,0,1231,AVP,
K05,2,43,8,carry-1-1-r.png,adult,0,m,n,1,1,1 1,0,0.40,Мужчина несёт ведро,Г'олята  кулк'ытын аймын'ав',1,direct,1,1,1,3,0,3434,AVP,
K05,2,44,9,call-1-2-l.png,old,0,m,f,1,2,1 2,1,0.40,Дедушка зовет двух бабушек ,Ынпыӄлавола накукувын'нынын ынпыӈэв’,1,inverse,0,1,1,1,0,2038,AVP,
K05,2,45,10,clean-2-1-l.png,old,1,m,n,2,1,2 1,0,0.40,Два дедушки чистят пальто ,Ынпыӄлаволайык нако.. накомэлэн... Ынпыӄлаволайык накучистинын'нын пальто,1,inverse,1,1,1,1,1,2328,AVAVP,
K05,2,46,11,feed-1-1-r.png,old,0,f,m,1,1,1 1,1,0.40,Бабушка кормит дедушку,"Ынпыӈэв’эна  куев'нев,инын ынпыӄлавол",1,direct,1,1,1,1,1,1324,AVP,
K05,2,47,12,water-2-2-r.png,child,1,f,n,2,2,2 2,0,0.40,Две девочки поливают два цветка ,Н'авык'к'алюйык  накимлытг'ын'нав'  в'ытв'ыто,1,inverse,1,3,0,3,0,1253,AVP,
K05,2,48,13,wake-2-1-l.png,adult,1,m,f,2,1,2 1,1,0.40,Два мужчины будят женщину ,Г'оляйык нэкуеныкъевын'нин  н'авычӈэ,1,inverse,1,1,1,1,1,1452,AVP,
K05,2,49,14,plant-1-2-l.png,adult,0,m,n,1,2,1 2,0,0.40,Мужчина сажает два дерева ,"Г'олянак койын,ныв' в'ытв'ыто",1,direct,1,3,0,3,0,1461,AVP,
K05,2,50,15,makelaugh-2-2-r.png,old,1,m,f,2,2,2 2,1,0.40,Два дедушки смешат двух бабушек,Ынпыӈэв’это ынпыӄлавол  куйичвалан,1,intransitive,0,NA,NA,NA,NA,3404,APV,
K05,2,51,16,boil-1-1-r.png,adult,0,f,n,1,1,1 1,0,0.40,Женщина варит курицу,Н'авычӈэ копаньн'ынин  курицав',1,direct,1,1,1,3,0,2122,AVP,
K05,2,52,17,teach-1-2-l.png,adult,0,m,f,1,2,1 2,1,0.40,Мужчина учит двух женщин ,"Г'оля накумитетвайнен,ннын  н'авычӈэ",1,inverse,0,1,1,1,0,3610,AVP,
K05,2,53,18,hang-2-1-l.png,old,1,m,n,2,1,2 1,0,0.40,Два дедушки вешают картину,Ынпыӄлаволаийк  накояннёпаньн'ын  картина,1,inverse,1,1,1,1,1,2323,AVP,
K05,2,54,19,dress-1-1-r.png,old,0,m,f,1,1,1 1,1,0.40,Дедушка одевает бабушку,Ынпыӄлаволана конег'эпын'нын  ынпыӈэв’э,1,direct,1,1,1,1,1,1572,AVP,
K05,2,55,20,pull-2-2-r.png,child,1,f,n,2,2,2 2,0,0.40,Две девочки везут двое санок ,Н'авык'к'алюйык гэв'эв'лин ялеконвын',1,past,NA,NA,NA,NA,NA,2729,AVV,
K05,2,56,21,cut_hair-2-1-l.png,child,1,f,m,2,1,2 1,1,0.40,Две девочки стригут мальчика,Н'авык'к'алюйык накопаев'н'ын  к'айыкмин'ын,1,inverse,1,1,1,1,1,1498,AVP,
K05,2,57,22,burn-1-2-l.png,old,0,f,n,1,2,1 2,0,0.40,Бабушка сжигает две книги,Ынпыӈэв’э кун'тын'ын калив',1,direct,1,1,1,3,0,1488,AVP,
K05,2,58,23,wash-2-2-r.png,old,1,m,f,2,2,2 2,1,0.40,Два дедушки моют двух бабушек,Ынпыӄлаволайык нэконкуплев'ын'нын ынпыӈэв’о,1,inverse,1,1,0,3,0,1280,AVP,
K05,2,59,24,saw-1-1-r.png,adult,0,m,n,1,1,1 1,0,0.40,Мужчина пилит бревно,"Г'олята купиляткун,нын  утту",1,direct,1,1,1,3,0,1573,AVP,
K05,2,60,25,shoot-1-2-l.png,child,0,f,m,1,2,1 2,1,0.40,Девочка стреляет в двух мальчиков ,Н'авык'к'алюна кулк'эйнэвын'нин к'айыкмин'у,1,direct,1,1,1,3,0,1211,AVP,
K05,2,61,26,open-2-1-l.png,old,1,f,n,2,1,2 1,0,0.40,Две бабушки открывают дверь,Ынпыӈэв’эйык  нэкунв'эн'энын'нин   тыллытыл,1,inverse,1,1,1,1,1,1658,AVP,
K05,2,62,27,treat-1-1-r.png,adult,0,f,m,1,1,1 1,1,0.40,Женщина лечит мужчину ,Н'а...н'авычӈэ  кунмэчг'эв'ын'нин  г'оля,1,direct,1,1,1,1,1,5934,AVP,
K05,2,63,28,throw-2-2-r.png,child,1,f,n,2,2,2 2,0,0.40,Две девочки бросают два мяча,Н'авык'к'алюйик..н'авык'к'алю  куйичвилын  к'апылат,1,direct,0,3,0,2,1,1241,AVP,
K05,2,64,29,scold-2-1-l.png,child,1,m,f,2,1,2 1,1,0.40,Два мальчика ругают девочку,К'айыкмин'ыйык  накокытг'айн'ан'нэн  н'авык'к'алю,1,inverse,1,1,1,1,1,1625,AVP,
K05,2,65,30,cover-1-2-l.png,adult,0,m,n,1,2,1 2,0,0.40,Мужчина накрывает два цветка ,Г'олята к'айпын'нин  в'ытв'ыто,1,direct,1,1,1,3,0,2053,AVP,
K05,2,66,31,hit-2-2-r.png,child,1,m,f,2,2,2 2,1,0.40,Два мальчика бьют двух девочек,К'айыкмин'ыйык накойкыплын'нэн  н'авык'к'алю,1,inverse,1,1,0,1,0,2569,AVP,
K05,2,67,32,paint-1-1-r.png,adult,0,m,n,1,1,1 1,0,0.40,Мальчик красит доску,К'айыкмин'а кокраскан'нынин доска,1,direct,1,1,1,1,1,2316,AVP,
K06,1,4,1,call-1-1-r.png,old,0,f,m,1,1,1 1,1,0.15,Бабушка зовёт дедушку,Ынпыӈэв’э  кыг'эйн'эв'н'ынин  ынпыӄлавол ,1,direct,1,1,1,1,1,3286,AVP,
K06,1,5,2,break-2-2-r.png,child,1,m,n,2,2,2 2,0,0.15,Два мальчика ломают два домика,"К'айыкмин'ыйык  накунчимав'н'ынав'  яя,пиляк'ыт",1,inverse,1,3,0,2,1,1459,AVP,
